aa;	214427;18
opponents;	2289;2
opted;	710065;2
optical;	850236;2
optimal;	7611264;6
optimisation;	7611264;4
oral;	82432;6
orange;	13286072;2
oratory;	1905157;2
orazio;	1905157;4
order;	7003;10
order;	1905157;6
order;	7611264;4
order;	7801357;2
order;	13286072;2
order;	214427;2
order;	203434;2
order;	2289;2
ordinary;	710065;2
ordinary;	1905157;2
ordnance;	710065;10
ordnance;	11025703;2
organists;	13286072;2
organizational;	203434;2
organs;	10996774;2
oriental;	203434;2
origin;	710065;6
origin;	13286072;2
originally;	710065;10
originally;	2300502;2
originally;	850236;2
originally;	13879359;2
originated;	13286072;2
orleans;	2300502;2
orleans;	82432;2
ortaccio;	1905157;2
ortegon;	82432;2
os;	82432;2
osborne;	850236;4
oscillations;	10996774;2
ostensibly;	13286072;2
ostrow;	1905157;2
ostwind;	214427;2
other;	1905157;20
other;	13286072;18
other;	82432;16
other;	203434;12
other;	850236;8
other;	10996774;8
other;	2300502;4
other;	13879359;4
other;	214427;4
other;	11025703;4
other;	7003;2
other;	2289;2
other;	7611264;2
other;	710065;2
otherwise;	203434;4
otherwise;	710065;2
otomatic;	214427;2
ottavio;	1905157;4
ottawa;	13879359;2
our;	7801357;6
our;	1905157;4
out;	13286072;12
out;	2289;10
out;	1905157;8
out;	7611264;8
out;	7801357;6
out;	10996774;4
out;	9536040;2
out;	2300502;2
out;	850236;2
out;	710065;2
out;	82432;2
out;	11025703;2
outbreaks;	82432;2
outermost;	10996774;2
outline;	1905157;4
outnumbered;	710065;2
outputs;	7611264;4
outspoken;	82432;2
over;	2289;14
over;	82432;14
over;	1905157;10
over;	7611264;10
over;	13286072;8
over;	9536040;4
over;	2300502;4
over;	7801357;2
over;	10996774;2
over;	710065;2
overlooked;	13879359;2
overlooked;	1905157;2
overnight;	82432;2
overseas;	13286072;4
own;	214427;8
own;	2300502;6
own;	1905157;6
own;	13286072;2
own;	203434;2
own;	710065;2
own;	3558046;2
owners;	203434;2
owners;	2289;2
p;	3558046;18
p;	710065;12
p;	10996774;6
p;	13879359;6
p;	1905157;4
p;	7003;2
p;	203434;2
p;	82432;2
pacemakers;	82432;2
pacientes;	82432;2
package;	13286072;2
packaged;	13286072;2
packaged;	850236;2
pact;	710065;2
pages;	1905157;6
pages;	7003;2
pages;	2300502;2
pages;	13879359;2
pages;	203434;2
paid;	13286072;2
paid;	1905157;2
paint;	1905157;8
paint;	850236;2
painters;	1905157;14
painters;	3558046;6
painting;	1905157;34
painting;	3558046;14
painting;	203434;4
painting;	13286072;2
pair;	13286072;2
pak;	710065;14
palace;	1905157;2
palafrenieri;	1905157;2
palermo;	1905157;4
palm;	82432;6
pampas;	82432;2
pandar;	194203;1
panther;	710065;4
panzer;	710065;14
panzer;	11025703;10
panzermuseum;	11025703;2
paper;	7611264;4
paper;	850236;2
para;	82432;2
paraguay;	82432;4
parallelism;	214427;2
parameters;	7003;22
parametrization;	7003;6
parasitaires;	82432;2
parasitemia;	82432;2
parasites;	82432;4
parasitic;	82432;4
parasitological;	82432;2
paratransgenesis;	82432;2
pardon;	1905157;8
paredes;	82432;2
park;	13286072;4
park;	2300502;4
park;	9536040;2
park;	1905157;2
partially;	850236;2
partially;	2289;2
particle;	7003;2
particularly;	82432;6
particularly;	13286072;4
particularly;	214427;4
particularly;	710065;2
particularly;	1905157;2
particulier;	82432;2
partner;	203434;6
partner;	1905157;2
parts;	82432;6
party;	2300502;6
passage;	1905157;2
passed;	82432;4
passions;	203434;6
passo;	10996774;2
past;	13286072;2
past;	850236;2
past;	710065;2
past;	203434;2
past;	2289;2
pastellists;	3558046;2
pastels;	3558046;4
pathogenic;	82432;4
pathol;	82432;2
patients;	82432;16
patrick;	1905157;2
patron;	1905157;4
pattern;	850236;2
paul;	1905157;16
paul;	2300502;4
paul;	3558046;4
paul;	13286072;2
paul;	203434;2
paved;	13286072;2
pay;	3558046;2
pdf;	7003;2
pdf;	82432;2
pdr;	710065;8
peaked;	13286072;4
pearson;	7003;4
peasant;	1905157;2
pecker;	9536040;4
peeling;	1905157;4
peggy;	203434;2
peinture;	3558046;2
penetrate;	850236;2
penetrate;	710065;2
penned;	13286072;6
pennsylvania;	1905157;2
pennsylvania;	82432;2
pension;	3558046;6
peoples;	214427;2
peoples;	710065;2
peoples;	82432;2
peoplesr;	372693;2
pereiraperrin;	82432;2
performance;	13286072;10
performance;	7611264;10
performance;	7801357;2
performance;	2300502;2
performance;	13879359;2
performed;	82432;12
performed;	13286072;8
performed;	2300502;4
performed;	1905157;2
performed;	2289;2
performer;	13286072;2
peridomestic;	82432;2
periods;	13286072;2
peripheral;	901;2
perkins;	1905157;2
perleth;	82432;2
permanent;	203434;2
permitted;	203434;6
perpetrated;	9536040;2
perrett;	710065;2
persona;	13286072;2
personal;	82432;4
personal;	2300502;2
personal;	1905157;2
personality;	82432;2
personnel;	710065;6
personnel;	13879359;4
personnel;	11025703;4
personnel;	214427;2
persons;	82432;4
persons;	850236;2
persons;	203434;2
persons;	1905157;2
perspective;	203434;2
pertinently;	1905157;2
pete;	13286072;2
peter;	1905157;26
peter;	2300502;10
peter;	13286072;4
peterzano;	1905157;4
philip;	82432;2
phillip;	2289;2
phoebus;	203434;2
photogenic;	82432;2
photomicrograph;	82432;2
photon;	850236;6
physician;	82432;6
physicist;	850236;2
pianist;	2300502;2
piassava;	82432;2
picked;	13286072;2
picks;	2300502;2
picture;	1905157;4
pictured;	850236;2
pidgeon;	2300502;4
piece;	214427;2
piece;	850236;2
piece;	1905157;2
pier;	7801357;4
piet;	2289;6
pietrobon;	82432;2
pio;	1905157;2
pioneer;	82432;8
pioneer;	2300502;2
pioneering;	82432;2
pitifully;	1905157;2
pito;	82432;2
pj;	82432;2
placenta;	82432;2
placing;	850236;2
plague;	1905157;4
plague;	82432;2
plane;	7003;2
planned;	13286072;2
plans;	2289;2
plants;	82432;2
plants;	7611264;2
plas;	710065;2
plasmatic;	10996774;2
plate;	850236;4
plate;	7801357;2
plate;	13879359;2
platforms;	214427;2
platinum;	13286072;4
platter;	1905157;2
play;	2289;16
play;	13286072;8
play;	2300502;2
play;	13879359;2
play;	203434;2
play;	1905157;2
play;	7611264;2
players;	2289;10
players;	2300502;4
playing;	2300502;8
playing;	13286072;6
playing;	2289;4
plaza;	7801357;42
plaza;	9536040;2
plea;	1905157;2
please;	1905157;2
please;	82432;2
pleased;	1905157;2
plural;	203434;2
pn;	10996774;2
pneumonia;	82432;4
podium;	7801357;4
poems;	203434;2
poet;	1905157;2
poignant;	13286072;2
point;	7801357;4
point;	13286072;4
point;	214427;4
point;	1905157;4
point;	7003;2
point;	2289;2
poisoning;	1905157;2
polarized;	1905157;2
police;	1905157;4
policy;	1905157;2
policy;	82432;2
polished;	850236;2
polygamy;	203434;2
polynomial;	7003;6
pool;	2300502;2
poor;	1905157;4
poor;	82432;4
pope;	1905157;6
pope;	9536040;2
pops;	2300502;2
popularise;	203434;2
populated;	3558046;2
populations;	82432;2
porous;	850236;4
porsche;	710065;2
porto;	1905157;8
portraits;	1905157;6
portraits;	3558046;2
portrayal;	3558046;2
portrayed;	203434;2
portrayed;	1905157;2
posada;	82432;2
positions;	710065;4
positions;	11025703;4
possession;	1905157;2
post;	214427;2
post;	13879359;2
post;	710065;2
post;	11025703;2
postwar;	710065;2
postwar;	11025703;2
potential;	82432;6
potential;	10996774;4
pouget;	3558046;2
powered;	7003;6
powered;	850236;4
powered;	710065;2
powerful;	710065;8
powerful;	1905157;4
powerful;	2289;2
powerful;	11025703;2
pp;	203434;12
pp;	710065;6
pp;	850236;4
pp;	3558046;4
pp;	7611264;2
pr;	82432;4
practically;	1905157;2
practically;	7611264;2
practicing;	203434;2
practising;	82432;2
practitioner;	82432;2
prairie;	82432;2
praised;	1905157;2
preceded;	203434;2
precisely;	13286072;2
precluded;	82432;2
predefined;	7611264;2
predicted;	850236;4
predicted;	7801357;2
predicted;	10996774;2
preferring;	1905157;2
prefix;	850236;2
preganglionic;	10996774;4
premier;	3558046;2
premier;	2289;2
preparations;	1905157;2
presentation;	3558046;2
presented;	2300502;4
presented;	11025703;2
preserve;	710065;2
preserved;	203434;2
preserved;	11025703;2
presidency;	203434;2
presspage;	7003;2
pressures;	850236;8
prestigious;	1905157;4
presumably;	1905157;8
prevent;	82432;4
prevent;	214427;2
prevent;	203434;2
preventing;	82432;2
prevention;	82432;8
preventive;	82432;2
previously;	1905157;6
previously;	13286072;4
previously;	2300502;4
previously;	82432;2
pride;	1905157;2
primary;	82432;6
primary;	1905157;4
primary;	13286072;2
primary;	203434;2
primary;	710065;2
primary;	11025703;2
princeton;	850236;2
princeton;	1905157;2
principal;	203434;4
principal;	82432;4
principal;	7003;2
principal;	10996774;2
principal;	7801357;2
principe;	1905157;2
principle;	850236;4
principle;	203434;4
prior;	82432;2
prisoner;	203434;2
privately;	9536040;2
privileges;	203434;2
prize;	82432;2
problematic;	13286072;2
problems;	10996774;2
problems;	7801357;2
problems;	13286072;2
problems;	1905157;2
problems;	7611264;2
problems;	82432;2
problems;	11025703;2
produce;	10996774;18
produce;	710065;4
produce;	203434;4
produce;	13286072;2
produce;	850236;2
produce;	1905157;2
produce;	82432;2
produced;	710065;8
produced;	10996774;4
produced;	13879359;4
produced;	214427;4
produced;	82432;4
produced;	13286072;2
produced;	2300502;2
produced;	1905157;2
produced;	11025703;2
producer;	13286072;4
productivity;	3558046;2
products;	82432;6
products;	9536040;2
profession;	82432;4
profession;	1905157;2
profoundly;	1905157;2
program;	9536040;2
program;	13286072;2
program;	7611264;2
programme;	2300502;2
programme;	82432;2
progressed;	7611264;2
prohibited;	203434;6
projectiles;	710065;2
projects;	13286072;2
prolixus;	82432;2
prominent;	13286072;2
prominent;	1905157;2
promising;	82432;2
promote;	10996774;2
promoted;	82432;6
promoted;	203434;2
prompting;	1905157;2
propel;	850236;2
proper;	13879359;4
proper;	203434;2
proper;	7611264;2
proper;	11025703;2
propertied;	1905157;2
prophet;	203434;2
prophylactic;	82432;2
proposed;	13879359;2
prospero;	1905157;6
prostitutes;	1905157;2
protected;	1905157;4
protected;	710065;2
protector;	1905157;2
protects;	82432;2
proteins;	10996774;6
protests;	2289;2
protozoan;	82432;4
protozool;	82432;2
prove;	3558046;4
prove;	82432;2
proved;	710065;4
proved;	1905157;4
proved;	13286072;2
provides;	10996774;2
provides;	203434;2
provides;	1905157;2
providing;	710065;4
providing;	13286072;2
providing;	850236;2
providing;	203434;2
providing;	11025703;2
province;	82432;6
provisions;	710065;2
pseudomaculata;	82432;4
psychologically;	1905157;2
ptl;	11025703;2
publica;	82432;2
publication;	9536040;4
publicised;	82432;2
published;	13286072;6
published;	82432;6
published;	1905157;4
published;	850236;2
publisher;	1905157;6
publisher;	9536040;4
publisher;	710065;4
publisher;	7611264;4
publisher;	13286072;2
publisher;	13879359;2
puglisis;	1905157;2
pulsifer;	13879359;2
pump;	850236;2
pupil;	1905157;2
purple;	7003;2
purpose;	710065;6
purpose;	11025703;6
purpose;	214427;4
pursued;	1905157;2
push;	850236;4
putridum;	1905157;2
puzzle;	850236;2
pyotr;	850236;2
qaloob;	203434;6
qariza;	203434;2
qibtia;	203434;6
quadrilaterial;	10996774;2
qualified;	2289;2
quantiles;	7003;2
quarrel;	1905157;2
quarter;	2289;4
quartiles;	7003;2
queen;	203434;2
quest;	1905157;2
question;	7003;2
question;	10996774;2
quickly;	850236;6
quickly;	214427;2
quickly;	11025703;2
quite;	1905157;4
quite;	13286072;2
quite;	214427;2
quite;	13879359;2
quite;	710065;2
quite;	82432;2
quotation;	1905157;2
quoted;	1905157;4
r;	10996774;6
r;	82432;6
r;	7003;2
r;	710065;2
rabbah;	203434;4
raccoons;	82432;8
races;	203434;2
radar;	214427;2
radical;	1905157;2
radioimmunoassays;	82432;2
radiology;	82432;2
radiometer;	850236;42
radiorewindcouk;	2300502;2
radius;	850236;2
radius;	13879359;2
raging;	13286072;2
raid;	2300502;2
rainey;	10996774;2
rak;	2300502;2
raketenjagdpanzer;	710065;2
ramirez;	82432;2
ramos;	82432;2
rangeli;	82432;6
rangers;	2289;2
ranges;	10996774;2
ranges;	82432;2
ranging;	82432;4
ranging;	3558046;2
rank;	203434;4
ranuccio;	1905157;4
rare;	10996774;4
rare;	2300502;4
rare;	13286072;2
rarefied;	850236;2
rarer;	10996774;2
rash;	82432;2
rassi;	82432;6
rate;	214427;4
rate;	82432;4
rate;	13286072;2
rather;	82432;6
rather;	13286072;4
rather;	1905157;4
rather;	7003;2
rather;	850236;2
rather;	214427;2
rather;	710065;2
raton;	9536040;8
rats;	82432;2
ravaged;	1905157;2
raw;	7003;14
ray;	13286072;6
ray;	3558046;4
ray;	850236;2
raymond;	13879359;4
rb;	2300502;2
reabsorption;	10996774;2
reached;	13286072;6
reached;	850236;2
reached;	2289;2
readily;	1905157;2
reading;	7611264;2
real;	7003;10
real;	13286072;2
real;	13879359;2
real;	1905157;2
real;	2289;2
realistic;	1905157;4
realistically;	1905157;2
reality;	1905157;6
reason;	13286072;6
reason;	82432;4
reason;	850236;2
reason;	1905157;2
reasonable;	710065;2
rebel;	13879359;2
rebirth;	1905157;2
receives;	10996774;2
receives;	850236;2
receiving;	82432;2
recently;	1905157;6
recently;	82432;6
receptor;	10996774;2
reclaimed;	7801357;2
recognize;	82432;2
recognized;	203434;4
recognized;	10996774;2
recognized;	82432;2
recommend;	82432;2
reconnaissance;	13879359;8
reconnaissance;	710065;6
reconnaissance;	11025703;2
recorded;	13286072;26
recorded;	10996774;2
recorded;	2300502;2
recorded;	203434;2
recorded;	82432;2
recordings;	13286072;6
records;	2300502;32
records;	1905157;6
records;	13286072;2
records;	203434;2
rectangular;	7801357;2
recurrent;	10996774;2
reduce;	7801357;6
reduce;	82432;4
reduce;	850236;2
reduce;	710065;2
reduced;	710065;4
reduced;	82432;2
reduviidae;	82432;2
refer;	203434;2
references;	710065;2
references;	203434;2
references;	1905157;2
references;	82432;2
references;	11025703;2
referring;	2289;2
referring;	82432;2
reflected;	850236;2
reflected;	3558046;2
reflects;	10996774;2
reflexes;	82432;2
reformation;	1905157;4
reformed;	82432;4
reformed;	13286072;2
reformed;	203434;2
refusal;	1905157;2
refusal;	82432;2
refused;	13286072;10
refuting;	203434;2
regarded;	13286072;2
regarded;	203434;2
regarded;	82432;2
regardless;	203434;2
regiments;	710065;2
region;	82432;4
regnante;	1905157;2
regrets;	13286072;2
regular;	13286072;2
regular;	710065;2
regular;	3558046;2
regular;	7611264;2
regulating;	7611264;6
regulation;	10996774;4
regulators;	10996774;2
rejected;	1905157;16
rejected;	710065;2
rejected;	3558046;2
relates;	7003;2
relating;	1905157;2
relationship;	203434;20
relationship;	13286072;8
relationship;	2300502;2
relationship;	7611264;2
relative;	10996774;2
relative;	11025703;2
releases;	13286072;4
releases;	10996774;2
releasing;	10996774;2
relegation;	2289;2
remain;	13286072;2
remain;	1905157;2
remain;	2289;2
remain;	82432;2
remaining;	82432;2
remarkable;	2289;4
remarkable;	1905157;2
remixed;	13286072;2
remote;	710065;2
removal;	10996774;2
removal;	11025703;2
removed;	1905157;4
removed;	850236;2
removed;	11025703;2
renaissance;	1905157;4
renal;	10996774;10
renamed;	710065;2
render;	82432;2
renin;	10996774;4
renowned;	13286072;2
rentenaar;	2289;2
renter;	1905157;2
reopened;	9536040;2
repackages;	13286072;2
repeated;	2289;2
repeated;	82432;2
replace;	7801357;2
replace;	13286072;2
replaced;	11025703;6
replaced;	13286072;4
replaced;	710065;2
replaced;	1905157;2
replaced;	2289;2
replacement;	13286072;2
replacement;	710065;2
replacement;	1905157;2
replacement;	82432;2
replacement;	11025703;2
replication;	82432;2
report;	82432;4
reportedly;	13286072;2
reportedly;	2300502;2
reportedly;	1905157;2
reporting;	7801357;2
represent;	7003;2
representatives;	13879359;2
representing;	7003;2
representing;	82432;2
reproductive;	3558046;2
republic;	214427;2
republic;	710065;2
requested;	13286072;2
requirements;	7801357;2
requirements;	7611264;2
requires;	7003;6
requires;	7611264;4
requires;	10996774;2
requires;	3558046;2
res;	10996774;8
res;	82432;2
researcher;	1905157;2
researcher;	82432;2
resembling;	1905157;2
reserved;	203434;2
reservoirs;	82432;6
residence;	82432;2
residency;	82432;2
resident;	82432;2
resist;	7801357;4
resolve;	82432;4
resonance;	7003;2
resonant;	850236;2
resource;	7801357;2
respect;	7003;4
respect;	203434;2
responds;	7611264;2
responsibilities;	3558046;2
responsible;	10996774;6
responsible;	82432;2
responsive;	82432;2
rest;	1905157;2
rest;	2289;2
rest;	82432;2
restoration;	3558046;2
resultant;	13286072;2
resulted;	203434;2
resulted;	3558046;2
resulted;	82432;2
results;	2289;12
results;	82432;8
results;	7003;4
results;	850236;2
results;	710065;2
resumes;	82432;2
retained;	710065;2
retention;	10996774;2
retrieved;	7801357;8
retrieved;	82432;8
retrieved;	3558046;6
retrieved;	2300502;4
retrieved;	203434;4
retrofitted;	710065;2
retroperitoneum;	10996774;2
return;	1905157;6
return;	710065;2
returning;	13286072;2
returning;	1905157;2
returning;	82432;2
reunion;	13286072;2
reunited;	13286072;4
revealed;	82432;4
revealed;	1905157;2
reveals;	1905157;6
revenue;	9536040;2
review;	7801357;2
review;	1905157;2
review;	82432;2
reyes;	82432;2
reynolds;	850236;4
rheumatoid;	82432;2
rhodnius;	82432;2
rhythm;	2300502;6
rhythm;	13286072;2
rhythm;	82432;2
richards;	2300502;4
rifle;	710065;2
rifled;	710065;2
right;	10996774;8
right;	1905157;6
right;	82432;4
right;	2300502;2
rio;	82432;6
riot;	13286072;2
rioters;	13879359;2
rises;	7801357;2
rises;	850236;2
rising;	13286072;2
risks;	82432;2
rival;	1905157;6
rival;	710065;2
river;	13286072;6
river;	710065;2
river;	82432;2
road;	7801357;12
road;	13879359;6
robbs;	1905157;2
robert;	2300502;4
robert;	13879359;2
robert;	3558046;2
robert;	2289;2
rockabilly;	13286072;2
rocker;	13286072;4
rocket;	2300502;6
rodent;	82432;2
rodgers;	13286072;2
rodrigues;	82432;2
roi;	3558046;2
role;	11025703;16
role;	7611264;4
role;	13286072;2
role;	2300502;2
role;	214427;2
role;	710065;2
role;	203434;2
role;	1905157;2
rolled;	710065;2
rolls;	13879359;14
rom;	1905157;2
romans;	203434;2
romeo;	203434;2
romero;	2289;2
romes;	1905157;2
ronald;	2289;2
roof;	710065;2
roof;	203434;2
root;	850236;2
rosary;	1905157;4
rotating;	710065;6
rotation;	850236;10
rotor;	850236;2
rotten;	1905157;2
round;	2289;28
round;	850236;2
round;	710065;2
roundhouse;	2300502;2
routine;	82432;4
royale;	3558046;2
royce;	13879359;16
rsc;	2289;2
rubbed;	82432;2
rudolf;	7611264;2
rule;	214427;2
ruled;	1905157;2
ruler;	203434;2
ruler;	7611264;2
runs;	214427;2
runs;	7611264;2
rupert;	9536040;2
rural;	82432;10
rural;	13286072;2
rv;	82432;2
sa;	82432;6
sacred;	1905157;4
safest;	2300502;2
safest;	1905157;2
safety;	7801357;2
saidby;	13879359;2
sailed;	214427;2
saintard;	3558046;2
saints;	1905157;4
saladin;	13879359;2
sales;	13286072;6
salvador;	82432;2
same;	1905157;16
same;	203434;14
same;	710065;14
same;	7003;10
same;	82432;6
same;	7801357;4
same;	850236;4
same;	2289;4
same;	7611264;4
same;	13286072;2
same;	13879359;2
same;	11025703;2
sample;	7003;52
san;	1905157;20
sanchez;	10996774;2
sanctioned;	203434;2
sanh;	13286072;6
saraceni;	1905157;2
satellites;	7611264;2
satisfied;	1905157;2
saude;	82432;2
saudi;	7801357;8
savannah;	82432;2
saving;	7801357;2
saving;	82432;2
sayed;	82432;2
says;	1905157;6
sc;	2289;4
sc;	82432;2
scala;	1905157;6
scale;	7003;12
scale;	82432;2
scaled;	850236;2
scanned;	1905157;2
scene;	1905157;6
scene;	13286072;2
scene;	2300502;2
scheringa;	2289;4
schilder;	1905157;2
schizotripanum;	82432;2
schizotrypanum;	82432;6
scholar;	1905157;2
scholarship;	1905157;2
scholarship;	82432;2
school;	1905157;8
school;	82432;8
schoolmistress;	3558046;2
schusters;	850236;2
schuur;	82432;8
schweizer;	710065;2
sciberras;	1905157;4
science;	850236;4
science;	82432;4
science;	7611264;4
science;	710065;2
science;	1905157;2
scientist;	82432;2
scipione;	1905157;4
scope;	7611264;2
scorch;	1905157;2
score;	2289;4
score;	13286072;2
scored;	2289;2
scotts;	13286072;2
scout;	13879359;2
screen;	710065;2
screening;	82432;12
screening;	13879359;2
scrounged;	13879359;2
sdkfz;	13879359;4
sdkfz;	214427;2
seagrave;	203434;2
search;	203434;2
search;	82432;2
search;	7611264;2
seasons;	2289;2
seated;	203434;2
seated;	1905157;2
seated;	2289;2
seats;	2289;2
sebastian;	3558046;2
secaucus;	13879359;2
second;	2289;12
second;	82432;12
second;	7003;8
second;	1905157;6
second;	13286072;4
second;	710065;4
second;	7611264;4
second;	13879359;2
second;	203434;2
second;	3558046;2
secondary;	203434;4
secondary;	82432;2
secretary;	1905157;2
secretary;	3558046;2
secretes;	10996774;6
secretion;	10996774;2
sections;	10996774;2
securing;	82432;2
security;	13879359;4
security;	203434;2
sees;	1905157;2
seize;	82432;2
selective;	82432;4
self;	710065;20
self;	1905157;14
self;	214427;12
self;	3558046;4
self;	13879359;2
sell;	13286072;4
sell;	203434;2
selling;	13286072;6
sellitto;	1905157;2
semi;	2289;4
semi;	203434;2
semi;	1905157;2
semilunar;	10996774;2
semitic;	203434;2
senger;	710065;4
senior;	13286072;2
senior;	1905157;2
senior;	82432;2
sensation;	1905157;2
sense;	13879359;2
sense;	1905157;2
sensitive;	850236;2
sent;	13879359;6
sent;	1905157;4
sequencing;	82432;2
sequentially;	82432;2
sequitur;	203434;2
serious;	1905157;2
servants;	203434;2
serves;	7003;2
services;	9536040;4
services;	7801357;2
services;	1905157;2
services;	3558046;2
servile;	203434;2
serving;	13879359;2
set;	13286072;4
set;	203434;4
set;	1905157;4
set;	7611264;4
set;	850236;2
set;	82432;2
setbacks;	2289;2
setting;	1905157;2
settling;	13286072;2
settling;	7611264;2
setzkorn;	82432;2
seventies;	2289;2
seventy;	710065;2
several;	13286072;12
several;	82432;12
several;	1905157;10
several;	10996774;4
several;	203434;4
several;	3558046;4
several;	2300502;2
several;	850236;2
several;	710065;2
several;	7611264;2
severe;	82432;8
severe;	10996774;2
severed;	1905157;2
sevilla;	2289;2
sex;	203434;6
sex;	10996774;2
sex;	13286072;2
sexual;	203434;12
sexuality;	203434;2
sforzas;	1905157;4
sgt;	2300502;2
shaft;	1905157;4
shakhtar;	2289;2
shall;	1905157;2
shapiro;	2300502;4
sharp;	82432;2
she;	203434;8
she;	1905157;2
she;	3558046;2
she;	82432;2
shell;	710065;6
shelters;	82432;2
shepherds;	1905157;4
sheridan;	11025703;4
sherman;	710065;10
sherman;	11025703;4
shibata;	10996774;2
shift;	1905157;4
shifting;	7611264;2
shiite;	203434;6
shilka;	214427;2
shirt;	2289;2
shop;	13879359;2
short;	1905157;6
short;	2300502;4
short;	10996774;2
short;	13286072;2
short;	710065;2
short;	3558046;2
short;	82432;2
short;	11025703;2
shot;	7801357;2
showed;	850236;6
showed;	1905157;4
showed;	82432;4
showed;	203434;2
shows;	13286072;14
shows;	1905157;6
showtop;	2300502;2
shraga;	203434;2
shumway;	82432;4
shun;	7801357;2
siam;	214427;2
siam;	203434;2
sicilian;	1905157;2
sick;	1905157;6
sidam;	214427;2
sides;	850236;20
sides;	13286072;2
sides;	2300502;2
sides;	13879359;2
siegfried;	710065;2
sierra;	82432;2
signal;	10996774;2
signal;	7611264;2
signaling;	82432;2
signature;	13286072;2
signature;	13879359;2
significantly;	7611264;4
significantly;	710065;2
significantly;	82432;2
signs;	82432;4
signs;	7003;2
silhouette;	710065;4
simeonhtml;	3558046;4
similarly;	7003;2
similarly;	10996774;2
similarly;	710065;2
similarly;	1905157;2
simon;	1905157;2
simple;	7003;6
simple;	3558046;6
simple;	850236;2
simple;	7611264;2
simpler;	710065;4
simply;	1905157;4
simply;	7003;2
simply;	710065;2
simply;	2289;2
simply;	7611264;2
simultaneously;	1905157;4
simultaneously;	7003;2
simultaneously;	3558046;2
sinai;	13879359;2
since;	13286072;10
since;	2289;6
since;	7003;4
since;	82432;4
since;	9536040;2
since;	10996774;2
since;	13879359;2
since;	710065;2
since;	1905157;2
since;	7611264;2
singer;	2300502;6
singer;	13286072;4
single;	13286072;12
single;	7611264;8
single;	214427;4
single;	7003;2
single;	203434;2
single;	2289;2
sir;	13879359;2
sir;	850236;2
sister;	203434;2
sister;	1905157;2
sit;	10996774;2
sit;	13286072;2
sitting;	7801357;2
sitting;	1905157;2
situation;	203434;2
six;	13286072;4
six;	203434;4
six;	2289;4
six;	82432;4
six;	7801357;2
six;	1905157;2
sixteen;	1905157;2
sizes;	7801357;2
sizes;	214427;2
sk;	2289;2
skandalakis;	10996774;6
skelter;	2300502;2
skiffle;	2300502;2
skilled;	1905157;2
skinned;	13879359;2
skos;	710065;2
skyscrapers;	7801357;4
slab;	7801357;2
slavery;	203434;12
slaves;	203434;8
sliding;	7611264;2
slightly;	3558046;4
slightly;	13286072;2
slightly;	850236;2
slower;	710065;2
slowly;	850236;2
slowly;	3558046;2
smaller;	13286072;2
smaller;	13879359;2
smaller;	710065;2
smaller;	203434;2
smallpox;	82432;2
smokers;	3558046;2
smoothbore;	710065;2
snell;	82432;2
so;	1905157;14
so;	13286072;6
so;	850236;6
so;	2289;4
so;	7801357;2
so;	13879359;2
so;	203434;2
so;	710065;2
so;	82432;2
so;	11025703;2
socially;	203434;2
society;	850236;6
society;	2300502;4
society;	203434;4
society;	82432;4
society;	7003;2
society;	13286072;2
society;	3558046;2
sofia;	2289;2
soft;	13879359;2
soft;	3558046;2
solana;	82432;2
sold;	13286072;8
sold;	850236;4
sold;	214427;2
sold;	203434;2
sold;	1905157;2
sold;	82432;2
solidly;	13286072;2
soluble;	10996774;2
solutions;	710065;2
solving;	7003;8
some;	1905157;16
some;	82432;14
some;	13879359;10
some;	850236;8
some;	203434;8
some;	710065;8
some;	7003;4
some;	13286072;4
some;	2300502;4
some;	10996774;2
some;	214427;2
some;	2289;2
some;	7611264;2
some;	11025703;2
something;	13286072;4
something;	1905157;2
sometimes;	203434;6
sometimes;	710065;4
sometimes;	7003;2
sometimes;	2300502;2
sometimes;	13879359;2
sometimes;	11025703;2
somewhat;	710065;2
son;	203434;8
son;	3558046;6
son;	1905157;4
songs;	13286072;34
songs;	2300502;2
songwriter;	13286072;2
sooner;	1905157;2
sophisticated;	13286072;2
sophisticated;	214427;2
sophisticated;	710065;2
sophisticated;	7611264;2
sordida;	82432;6
sosa;	82432;2
sought;	2289;2
soundgarden;	13286072;2
soundtrack;	13286072;2
sourcehtml;	1905157;2
sources;	203434;4
sources;	1905157;4
sources;	82432;2
southeast;	82432;2
southern;	82432;14
southern;	203434;2
southern;	2289;2
soutines;	3558046;2
sovetov;	2289;4
soviet;	710065;16
soviet;	11025703;10
spaaa;	214427;2
spaag;	214427;10
space;	7611264;10
space;	7801357;4
space;	850236;2
spaced;	850236;2
spagg;	214427;2
spaniard;	1905157;2
spanish;	1905157;6
spanish;	11025703;2
spares;	82432;2
spawned;	13286072;2
speaking;	203434;2
specialised;	7611264;2
specialism;	82432;2
species;	82432;10
specific;	10996774;4
specific;	7611264;2
specifically;	710065;6
specifically;	203434;2
specifically;	11025703;2
spectators;	2289;2
spectral;	7003;2
spectroscopy;	7003;2
spelling;	13879359;4
spending;	13286072;2
spending;	2289;2
spending;	82432;2
spent;	82432;6
spent;	13286072;2
spent;	2300502;2
spiders;	13286072;4
spike;	1905157;4
spin;	850236;6
spinning;	850236;2
splinters;	710065;2
split;	13286072;4
split;	710065;2
spoiled;	82432;2
sponsor;	2289;10
sponsorship;	2289;2
spontaneously;	10996774;2
